Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Noisy Age Prediction,Noisy Gender Prediction,Rotation Age Prediction,Rotation Gender Prediction,Brightness Age Prediction,Brightness Gender Prediction,Contrast Age Prediction,Contrast Gender Prediction
412,2,[30.286572],[-0.9890965   0.03796829],[31.50236],[-1.2426893   0.23342757],[38.76958],[-1.679124    0.49133354],[35.756054],[-1.3339034   0.10655777],[34.512497],[-1.2208244   0.05996101]
412,3,[40.775032],[-2.124982   0.8189537],[39.008568],[-1.9700536   0.78157747],[35.777916],[-1.405397    0.40464038],[36.556015],[-1.5052724  0.3081984],[37.00365],[-1.5545166   0.28980935]
413,0,[34.09153],[-1.3664536   0.17606486],[36.17778],[-1.4791076   0.35186756],[36.83448],[-1.4852053   0.42492205],[35.774635],[-1.4413446   0.30890334],[35.088455],[-1.3145218   0.23901062]
413,1,[52.817738],[-3.264255  1.117519],[48.53219],[-2.969404   1.0430176],[37.58848],[-1.8937241  0.650284 ],[43.57288],[-1.9079934   0.44197565],[43.88763],[-1.9111122  0.4090286]
413,2,[43.932972],[-2.362589   0.8596304],[42.006542],[-2.3544178  0.9429229],[36.61132],[-1.8458434  0.7100485],[37.724358],[-1.6455245   0.47436643],[36.96285],[-1.5648351   0.45929557]
413,3,[19.602623],[ 0.48117322 -0.9540137 ],[20.21815],[ 0.28117236 -0.79204553],[38.188076],[-1.6445887   0.42270213],[29.768188],[-0.8819281  -0.01386841],[28.779915],[-0.78071123 -0.12900785]
414,0,[46.792206],[-2.3465817   0.69137305],[47.61464],[-2.4517379  0.7813154],[42.501682],[-1.950035    0.50581723],[38.913048],[-1.3354167  0.2663147],[40.189663],[-1.5101123   0.33713996]
414,1,[44.17116],[-2.0382192   0.44297355],[39.12183],[-1.7987006  0.5344848],[35.188683],[-1.2315943   0.11903168],[40.52797],[-1.7080411   0.34532732],[41.036892],[-1.7528688  0.3588757]
414,2,[45.768223],[-2.3491302  0.6158752],[38.412918],[-1.8022901  0.5511728],[36.532906],[-1.6451827   0.49076742],[34.23656],[-1.0645739  -0.01475652],[33.78972],[-0.9243845  -0.10988895]
414,3,[36.583427],[-1.3610574   0.31846946],[37.29897],[-1.5645324  0.4354784],[37.542572],[-1.9013053   0.58313197],[34.908752],[-1.0856688   0.07704701],[34.672256],[-1.0836335   0.09258531]
415,0,[48.7708],[-2.8402634  1.0336075],[42.514645],[-2.277335    0.87701577],[37.153706],[-1.490301   0.3125654],[40.173775],[-1.7492497  0.5123901],[42.505165],[-1.8886012   0.48534846]
415,1,[30.921757],[-1.169099   0.2617405],[31.6007],[-1.3193015   0.32282972],[34.706455],[-1.4937707   0.42081046],[35.076935],[-1.3249484   0.26077682],[35.090923],[-1.3700645  0.2782271]
415,2,[25.99153],[-0.33863533 -0.21936041],[23.937523],[-0.14781152 -0.30683142],[35.991398],[-1.6800264  0.6119828],[37.238667],[-1.5203072   0.39482433],[36.784065],[-1.4344648   0.32957536]
415,3,[40.75225],[-2.1391032  0.6902658],[47.70703],[-2.759984   0.9175903],[39.681423],[-1.8845896   0.49957663],[40.386852],[-1.927364    0.59488136],[40.856705],[-1.9886147  0.6347864]
416,0,[41.671535],[-1.843764   0.5766014],[42.128174],[-2.0125952   0.69691527],[36.67167],[-1.615661   0.5083555],[36.690464],[-1.4537109   0.33183938],[46.923004],[-2.3216054  0.6806114]
416,1,[44.20884],[-2.3205123  0.7031464],[43.91843],[-2.3735652  0.7927824],[37.5273],[-1.5243267   0.15081324],[46.083027],[-1.8531154   0.26191443],[44.84058],[-1.8001533   0.26631427]
416,2,[49.97463],[-2.9325218  1.0283221],[50.043922],[-3.000686   1.0895355],[30.932209],[-1.2649395   0.33018637],[34.882977],[-1.2104126   0.37264633],[33.80783],[-1.2023062   0.37206346]
416,3,[37.031895],[-1.6925555   0.51863515],[35.69169],[-1.4862324   0.40760458],[38.451866],[-1.8520252  0.5463217],[36.105038],[-1.1711519   0.01984949],[36.38595],[-1.2030796   0.01343532]
417,0,[33.424786],[-1.2562176   0.24165662],[32.654457],[-1.3207952  0.329472 ],[31.567318],[-1.001441    0.22881751],[31.748558],[-1.010276    0.08761467],[31.756277],[-0.89138544  0.06881244]
417,1,[52.11743],[-3.0208082   0.94975895],[49.129086],[-2.947534   1.0483603],[40.269444],[-1.7484848   0.50007665],[46.795815],[-2.420721   0.7665986],[43.365078],[-2.05497    0.6270732]
417,2,[32.34079],[-1.1713455   0.11385228],[34.137238],[-1.5128535   0.38081115],[39.595516],[-1.9227875   0.57987654],[32.922836],[-0.62003344 -0.21703705],[33.055702],[-0.6232097  -0.20906374]
417,3,[37.099045],[-1.6870757  0.4823324],[36.07704],[-1.6981777   0.54221416],[31.443542],[-1.3641934   0.22341852],[44.225815],[-2.2938516  0.7310032],[43.74385],[-2.1963131  0.6641141]
418,0,[36.700745],[-1.4806479   0.39245808],[33.404827],[-1.2779548   0.40791565],[36.515205],[-1.7532129   0.51082987],[37.586063],[-1.4212544  0.218035 ],[33.723217],[-1.1450438   0.17175634]
418,1,[42.869545],[-2.315938    0.79664195],[37.18599],[-1.8762816   0.64784586],[29.037605],[-0.8153225  0.0806054],[33.293587],[-1.0324361   0.10369267],[33.508183],[-1.026502    0.08243562]
418,2,[33.590336],[-1.4766403  0.4510401],[33.836834],[-1.5487634   0.47161525],[33.295506],[-1.4304621   0.39092535],[39.919704],[-1.9249896   0.64730304],[39.60013],[-1.9854752  0.7002206]
418,3,[37.224503],[-1.766496   0.5936064],[38.40376],[-1.8928269  0.7178165],[43.92327],[-2.4635925  1.0422935],[35.483913],[-1.1456372   0.14467074],[36.933746],[-1.211409    0.10797794]
419,0,[34.89624],[-1.4455674   0.33602756],[30.360998],[-1.1677266   0.09278734],[38.13581],[-1.6233476   0.45512736],[34.247395],[-1.158965  0.290017],[34.61889],[-1.2622159   0.27977067]
419,1,[51.24926],[-2.6145954   0.75068414],[39.31114],[-1.815508    0.54601085],[35.239693],[-1.1600577   0.29622906],[36.019745],[-1.1816945  0.1920255],[41.249477],[-1.6871548  0.3939085]
419,2,[34.532894],[-1.1593374e+00 -3.8422644e-04],[33.683468],[-1.2535449   0.22063111],[30.302471],[-0.55475336 -0.29223663],[35.905373],[-1.2637619  0.1312129],[37.635273],[-1.4198694   0.18055607]
419,3,[33.852566],[-1.0980871   0.10148336],[28.2639],[-0.54621005 -0.13294005],[38.20392],[-1.6219875   0.41186374],[39.88311],[-1.68658     0.41434044],[40.313606],[-1.7078751   0.45451868]
420,0,[31.087416],[-0.93107736  0.11557318],[32.03122],[-1.1254342   0.22814937],[34.832325],[-1.3015213   0.35268956],[29.84016],[-0.86370754  0.16018917],[29.148361],[-0.80245566  0.0926363 ]
420,1,[44.55481],[-2.0116549   0.47795665],[45.683987],[-2.3255448   0.68940896],[39.00759],[-1.6850368   0.46994436],[47.61229],[-2.3939378  0.6223862],[47.142365],[-2.3271365  0.6013748]
420,2,[34.889397],[-1.3816894   0.22650565],[30.378439],[-0.95427597  0.02591647],[37.05717],[-1.6278032   0.48293418],[36.607635],[-1.485803    0.42254162],[36.84535],[-1.4789495   0.39213097]
420,3,[38.36582],[-1.7236685  0.592129 ],[33.792988],[-1.4168477   0.46192265],[29.741066],[-0.9344456   0.16295667],[32.525078],[-1.0122229  0.1786166],[32.151077],[-1.0244421   0.16626067]
421,0,[36.88569],[-1.827362    0.68447036],[36.232098],[-1.6890929  0.6155722],[34.159073],[-1.3822005  0.4429484],[31.671375],[-0.89939654 -0.01234983],[32.556118],[-8.976815e-01  5.540401e-04]
421,1,[34.46484],[-1.369866    0.39866322],[31.611769],[-0.8809459   0.12519352],[34.496067],[-1.2277226  0.2717368],[36.300632],[-1.3731384   0.39478844],[37.331028],[-1.4779792  0.4394508]
421,2,[28.647491],[-0.79450256  0.1380816 ],[25.751772],[-0.5037221  -0.03230567],[29.824568],[-0.99916935  0.24391817],[32.235245],[-1.1167712   0.16309811],[33.51678],[-1.2235476  0.2219492]
421,3,[37.86282],[-1.8113714  0.6969466],[35.49496],[-1.7002041   0.64261276],[33.861305],[-1.3256688   0.33423668],[34.399803],[-1.074288    0.07597125],[33.761803],[-0.9692136  -0.01142856]
422,0,[33.91925],[-1.2675505   0.23581426],[35.45542],[-1.4778045   0.41475993],[33.92149],[-1.3292421   0.28447258],[33.68974],[-0.85210764 -0.10543172],[33.59172],[-0.9348465  -0.07015395]
422,1,[50.866447],[-2.8276813  0.8832876],[48.878044],[-2.8125703  0.9183518],[35.33678],[-1.4032577   0.31984085],[42.87581],[-1.7574122   0.29293483],[42.13093],[-1.7500764   0.32003534]
422,2,[35.82608],[-1.6120989  0.5045044],[38.536983],[-1.8632156   0.65423435],[38.63121],[-1.886474    0.53794444],[36.64939],[-1.4946487   0.40200853],[36.71688],[-1.5094788  0.4133172]
422,3,[40.29062],[-1.9507724   0.61391085],[38.979992],[-2.0463052  0.677756 ],[38.582565],[-1.740057    0.48516285],[40.118713],[-1.7857611   0.50953203],[40.33229],[-1.804146   0.5166605]
423,0,[35.914047],[-1.6655241  0.5071707],[34.744164],[-1.6392568  0.5162592],[34.767704],[-1.412931    0.27738917],[36.179287],[-1.4116899   0.38420123],[36.25148],[-1.3350701  0.3351459]
423,1,[32.14447],[-1.2902435   0.10903598],[30.518677],[-1.2677284   0.16893955],[40.716076],[-2.1760113  0.7725035],[34.68634],[-1.1341957   0.12041248],[34.93432],[-1.1104493   0.10551478]
423,2,[28.27641],[-0.5024223  -0.04485418],[27.228598],[-0.56384397 -0.05189288],[31.119013],[-1.0528961   0.19853096],[30.756355],[-0.9828259   0.18233211],[33.168526],[-1.1868892   0.23957567]
423,3,[35.938614],[-1.818776   0.6164706],[36.391827],[-1.8734378   0.70382196],[34.121597],[-1.4973596   0.45417798],[34.298782],[-1.0957543   0.16416223],[33.774796],[-1.0142192   0.10614268]
424,0,[31.536911],[-1.044964    0.09269391],[32.633324],[-1.1728336   0.13535167],[37.303406],[-1.7281483   0.31654608],[39.12494],[-1.6826714   0.34313148],[34.061253],[-1.2370878   0.20770286]
424,1,[43.589798],[-2.4481952  0.9396065],[39.34974],[-2.06601     0.84574383],[32.686016],[-1.1946043  0.2467344],[33.24318],[-1.0059806  0.1396331],[35.00289],[-1.1423057   0.20439406]
424,2,[34.961468],[-1.3967812  0.3657841],[33.926723],[-1.5560509   0.43483537],[44.1374],[-2.2533956  0.7121321],[40.614532],[-1.923796   0.5623419],[38.208008],[-1.6554041  0.4271841]
424,3,[38.93595],[-1.8806137   0.72758687],[38.17981],[-1.9284428  0.7256086],[31.42587],[-1.0593842   0.22129993],[39.265415],[-1.6444217   0.44759154],[40.010956],[-1.7532463  0.4926293]
425,0,[48.1214],[-2.759116   1.1455436],[43.44276],[-2.3829727   0.94496244],[37.134155],[-1.6859788  0.5283065],[38.073963],[-1.7397966   0.53122145],[37.58069],[-1.6676978  0.481983 ]
425,1,[32.820396],[-1.0725974   0.15088646],[30.149479],[-1.0011376   0.13176282],[33.06432],[-1.189383    0.40756196],[33.350193],[-1.0185857   0.06278683],[33.949142],[-1.0941768  0.0933959]
425,2,[31.172419],[-0.9751935  0.206243 ],[31.489882],[-1.0950714  0.2840311],[33.27876],[-1.1389698   0.31091386],[34.770348],[-1.2004464   0.22660582],[36.225597],[-1.3432853  0.220057 ]
425,3,[49.140327],[-2.9314895  1.0571686],[46.034187],[-2.6263473   0.90216094],[38.759945],[-1.7878944  0.5348001],[39.90506],[-1.6602917  0.6427873],[40.16037],[-1.6935374  0.5872595]
426,0,[36.732796],[-1.5025698   0.33121854],[36.706814],[-1.5141741  0.2930497],[35.83193],[-1.5147445   0.41051102],[34.181103],[-1.1384218   0.16973133],[35.032112],[-1.2662289  0.2720424]
426,1,[40.7634],[-2.3839684  1.0796413],[39.583702],[-2.2290332   0.94700307],[39.025223],[-1.9641112  0.7131975],[36.637817],[-1.508737    0.34497505],[36.647903],[-1.3598572   0.21601476]
426,2,[28.499935],[-0.5146122 -0.0205363],[28.282127],[-0.5022997  -0.00426809],[37.604836],[-1.5680002  0.5168341],[32.079002],[-0.87103856  0.13272907],[32.132565],[-0.8622217   0.12081878]
426,3,[31.156889],[-1.0354098   0.03842007],[32.885593],[-1.3653014  0.2757833],[30.646683],[-1.0072794   0.17348255],[40.821033],[-1.724014    0.33796948],[37.781982],[-1.4108355   0.17809196]
427,0,[33.86741],[-1.3258289   0.24132593],[35.81685],[-1.6059436   0.43084335],[30.214972],[-0.83104     0.12596576],[36.00919],[-1.4057983   0.26956785],[35.72236],[-1.391504    0.25648534]
427,1,[29.622429],[-1.0399405   0.20655714],[34.28948],[-1.5079495   0.56767803],[27.179201],[-1.0565156   0.11412759],[33.84658],[-0.99323666  0.06946863],[33.79186],[-0.9985784   0.08029111]
427,2,[31.0377],[-1.0961515   0.01448677],[30.230534],[-0.9931723  0.0427866],[41.07434],[-2.2454457  0.8486739],[40.02934],[-1.6626437  0.4022907],[40.359318],[-1.7331452   0.41389197]
427,3,[46.019566],[-2.3306189  0.6365563],[42.71154],[-2.2281113   0.68803525],[40.416527],[-1.8020478  0.3532378],[43.145195],[-1.9284257  0.5041057],[44.094025],[-2.016585   0.5309685]
428,0,[36.639267],[-1.6720822  0.5734329],[37.14427],[-1.7651359  0.6456085],[29.479694],[-0.85166967  0.14136602],[35.03342],[-1.2888628  0.2993458],[34.664883],[-1.173856   0.2559948]
428,1,[28.445469],[-0.70203024 -0.04056689],[30.634676],[-1.1052897   0.23049323],[35.03107],[-1.4610635   0.20205443],[36.31738],[-1.4123303   0.20498051],[36.115227],[-1.377982    0.19423224]
428,2,[30.380651],[-1.0660157  0.1323228],[30.704193],[-1.17268     0.23092632],[32.795647],[-1.1897622   0.24113937],[36.410107],[-1.5562084   0.51315916],[35.783962],[-1.42532     0.39252114]
428,3,[34.113228],[-1.3954542   0.45185506],[30.882595],[-1.0825948  0.3200953],[33.214607],[-1.1594305  0.2332763],[36.922928],[-1.5616547  0.5041856],[36.15476],[-1.4273279   0.41167694]
429,0,[49.540123],[-2.6221192  0.671448 ],[51.043976],[-2.93449     0.76951486],[32.500797],[-1.2983822   0.26797414],[47.334873],[-2.4867578   0.69604915],[50.41086],[-2.785247   0.8085215]
429,1,[36.042656],[-1.5703664  0.5880682],[36.118797],[-1.6443294  0.6350573],[34.546223],[-1.7639345   0.62605476],[36.76124],[-1.579471   0.5011091],[35.611782],[-1.5295167   0.49788326]
429,2,[31.292728],[-1.2408462  0.3340878],[28.154087],[-0.8911128   0.20497052],[37.16579],[-1.5968286   0.42994863],[33.793144],[-1.2752126   0.36235225],[37.626823],[-1.5587099   0.46492225]
429,3,[37.718754],[-1.8734609  0.7655547],[37.6326],[-1.9665986   0.82944626],[39.844162],[-1.9898225  0.6990792],[43.24206],[-2.0481195   0.67408377],[40.668854],[-1.8911499   0.60996616]
430,0,[38.113804],[-1.5593762  0.3766737],[34.70611],[-1.393114   0.3698461],[33.81666],[-1.4134821  0.41666  ],[34.434006],[-1.3641998   0.28637272],[33.723423],[-1.247643    0.18774454]
430,1,[31.16792],[-1.0802517   0.22337253],[33.21719],[-1.4366335   0.43639588],[35.448856],[-1.5183305   0.42517674],[36.71098],[-1.2885239   0.25741726],[35.87413],[-1.2531278   0.30028683]
430,2,[39.56162],[-1.9717232  0.6692882],[40.263638],[-2.1914434  0.906125 ],[37.8535],[-1.6057265  0.3779624],[38.051064],[-1.799867    0.62408954],[38.359715],[-1.8472964  0.6443813]
430,3,[35.802208],[-1.5472748   0.43449807],[37.357357],[-1.7827442   0.51587653],[35.315144],[-1.496671    0.45380586],[37.159954],[-1.6475264  0.5060296],[36.966457],[-1.5782489  0.443116 ]
431,0,[26.816048],[-0.6426469  -0.14714113],[27.533539],[-7.410470e-01  6.108731e-04],[38.86869],[-1.6993246  0.4858153],[33.16431],[-1.2948235   0.36251837],[33.572453],[-1.3344363   0.36461598]
431,1,[40.87828],[-1.9214822  0.5486027],[40.838066],[-1.942391    0.55064213],[33.115013],[-1.2006822   0.08519797],[39.641075],[-1.7231387   0.35459232],[38.55916],[-1.5840833   0.33160776]
431,2,[30.883806],[-0.9906802   0.07965721],[31.744577],[-1.2095501   0.21417557],[34.51071],[-1.4881327   0.36404455],[36.87198],[-1.4800051   0.42566252],[36.808933],[-1.4461994   0.39788342]
431,3,[37.082214],[-1.493695    0.36512047],[32.068993],[-1.1905783   0.18313988],[40.640366],[-1.8514088  0.5055167],[42.910244],[-2.0302773   0.47577697],[37.27376],[-1.5895323  0.363775 ]
432,0,[35.734867],[-1.4500786   0.34433562],[39.113873],[-1.7839909   0.44924074],[35.96245],[-1.3966391   0.39752543],[35.85715],[-1.3418658   0.26819986],[36.441692],[-1.4726467  0.3189746]
432,1,[41.72164],[-2.3689713   0.87483066],[42.88571],[-2.4632277  0.8816617],[36.77529],[-1.7662958  0.5518221],[34.235504],[-1.1701211   0.22051509],[33.89325],[-1.1170391   0.21414842]
432,2,[43.461555],[-2.493372    0.95434636],[44.2324],[-2.541955   0.9219406],[47.34513],[-2.468759   0.7156587],[40.610836],[-1.7689148   0.45369935],[40.34136],[-1.7177712   0.43184316]
432,3,[36.917606],[-1.7664541   0.46885085],[36.267395],[-1.7450341  0.4933341],[39.06054],[-1.6119303  0.4111066],[36.24467],[-1.4478348   0.21185513],[35.83492],[-1.4004343   0.22085144]
433,0,[30.60849],[-1.2268082  0.2708496],[27.9623],[-0.906955    0.17265947],[36.44262],[-1.7046053   0.53522956],[35.413937],[-1.622422    0.51995414],[37.01637],[-1.6464179  0.5537974]
433,1,[30.482595],[-0.79743123  0.05449401],[30.558723],[-1.0433874   0.16885649],[36.88868],[-1.3350129   0.50706017],[34.963665],[-1.1740841   0.18950887],[34.73364],[-1.190102    0.22367443]
433,2,[36.425175],[-1.3380184   0.34680802],[33.740116],[-1.165562    0.26535815],[35.822113],[-1.3132281   0.27586603],[43.03151],[-1.9206613  0.4622147],[49.59967],[-2.5150216  0.6820281]
433,3,[39.70892],[-1.9682494  0.6613496],[39.254135],[-1.976951   0.7091685],[45.33986],[-2.3546562   0.79317355],[34.615353],[-1.1938857   0.24447681],[34.70346],[-1.1405407   0.17618354]
434,0,[54.986195],[-3.287237   1.1472168],[51.566944],[-2.9785879  1.0342728],[36.4781],[-1.7741748   0.56432307],[44.690617],[-2.243248   0.7060685],[47.70961],[-2.537918   0.8559249]
434,1,[28.717659],[-0.7729591   0.15459533],[27.804392],[-0.9898268  0.2065074],[31.682072],[-1.2363795   0.37412852],[38.19286],[-1.486583    0.44621015],[35.969585],[-1.287684    0.35816687]
434,2,[40.4316],[-1.9887718   0.55447274],[36.843502],[-1.723174    0.55835307],[37.040924],[-1.586291    0.40854895],[42.73051],[-1.8157259   0.33717656],[42.816452],[-1.8318511   0.33635205]
434,3,[28.94093],[-0.6703711  -0.05280741],[27.142105],[-0.48588794 -0.07264312],[31.23193],[-1.2453151   0.31808585],[32.82406],[-1.0939424   0.12796219],[32.016106],[-1.0668316   0.08719032]
435,0,[33.600998],[-1.5827593   0.52423686],[28.771852],[-0.9700624   0.23992576],[35.2255],[-1.559629   0.4163257],[33.857227],[-1.1681488  0.2747503],[33.903343],[-1.1531118   0.25441098]
435,1,[38.57844],[-1.9224094  0.5589385],[35.813454],[-1.7524111  0.5781463],[39.84228],[-2.078434  0.743614],[41.265278],[-1.9393889   0.54729515],[39.857826],[-1.8507589   0.48703396]
435,2,[43.736656],[-2.2888572  0.7850143],[44.482193],[-2.2909133   0.76861376],[35.43742],[-1.4680582   0.40904653],[40.298447],[-1.7504952  0.4233017],[40.12061],[-1.6793593   0.37369198]
435,3,[34.75779],[-1.3522947  0.4277355],[33.46788],[-1.297085    0.37904328],[31.182495],[-1.2138734   0.31009704],[35.046112],[-1.1581434  0.2467124],[36.70121],[-1.1916276   0.21885397]
436,0,[29.928497],[-0.9624206   0.03057323],[28.041964],[-0.72924656 -0.02514823],[30.36058],[-0.9147304  -0.16200551],[34.62542],[-1.4601662  0.2863413],[35.288746],[-1.4210434   0.29255378]
436,1,[37.97569],[-1.6387784   0.53327733],[37.64063],[-1.7482328   0.54312634],[40.39364],[-2.0261571  0.6966383],[31.991667],[-1.0824244  0.1847782],[32.835934],[-1.1441553   0.22529517]
436,2,[47.38077],[-2.3142889   0.60914314],[46.12967],[-2.4166634   0.79114014],[37.912785],[-1.720246    0.52234167],[30.731686],[-1.050534    0.15091886],[32.2556],[-1.0768356   0.18731244]
436,3,[34.952347],[-1.6592926  0.5382395],[32.583054],[-1.4155419   0.41324347],[37.40325],[-1.6411943  0.3809734],[40.316986],[-1.9085618  0.6196098],[38.637253],[-1.7142442   0.57185036]
437,0,[39.716827],[-1.713872    0.47044677],[30.420223],[-1.0438685   0.09188955],[33.950665],[-1.2038419  0.2391197],[40.836754],[-1.6816326  0.3828228],[36.82771],[-1.4124541   0.27440625]
437,1,[44.60388],[-2.457403   0.8857649],[43.774204],[-2.468032    0.90416497],[39.099754],[-1.7678709  0.3175279],[45.0587],[-2.1652772   0.57538635],[44.96168],[-2.130379    0.53525525]
437,2,[30.932095],[-0.93981075  0.12024392],[30.377686],[-1.0294466   0.23404928],[36.660736],[-1.5001975   0.30974495],[31.33739],[-0.8943074   0.15734752],[29.03207],[-0.7075152   0.06545517]
437,3,[34.71266],[-1.5227038  0.3983096],[28.813929],[-0.958053    0.08379547],[33.031464],[-1.554523    0.47380137],[36.997448],[-1.3825177   0.22063603],[35.918247],[-1.2702161  0.1613838]
438,0,[23.316212],[-0.21783166 -0.36256105],[23.987053],[-0.39584535 -0.24259263],[34.0822],[-1.2226402   0.25376368],[29.408892],[-0.8041831  -0.00118695],[28.325197],[-0.6956739  -0.06368126]
438,1,[35.504208],[-1.4434294   0.39924252],[34.226715],[-1.2744111   0.39806688],[38.914165],[-1.759004   0.5371298],[37.356064],[-1.5372185   0.47584826],[37.003216],[-1.5383205  0.4369452]
438,2,[43.113205],[-2.3369997   0.74903816],[44.55016],[-2.5033112  0.8199271],[43.996468],[-2.27738    0.7780173],[39.509186],[-1.664619    0.37623745],[39.120655],[-1.5841157   0.35475892]
